name,sku,_type,visibility,_category,brands,description,specifications,resources,Main Image,2nd Image,3rd Image,4th Image,5th Image,options_1,options_2,options_3,price,short_description,weight,quantity
ResMed Swift™ FX Nano CPAP Nasal Mask & Headgear,622x,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">


<b> Breath Naturally with ResMed Swift&#x2122; FX Nano Nasal CPAP Mask!</b><br><br>
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>No  forehead pad &#x2013; no unsightly marks</li>
<li>Read or watch television - no visual obstructions</li>
<li>Light weight and compact design   </li>
<li>Easy and quick adjusting headgear</li>
<li>360&#x2070; Swivel ball-joint to maximize movement</li>

<li>Quiet therapy  with innovative vent design</li>
</ul>
</div>
ResMed is known for providing the top of the line, technologically advanced as well as patient advocated featured products. The ResMed Swift&#x2122; FX Nano Nasal CPAP Mask delivers those same great qualities users and clinicians have come to love and expect. The light weight compact design will quickly become a favorite in sleep labs and physician&#x2019;s offices everywhere as well as in homes where PAP therapy is crucial. 
<br><br>
The ResMed Swift&#x2122; FX Nano Nasal dual wall cushion with Spring &#x2013;Air  Technology&#x2122; not only provides a comfortable seal for the best possible compliance but is soft and pliable to the touch. The latex-free silicone cushion is light weight yet offers a full seal with the correct adjustments, fitting, and sizing. ResMed&#x2019;s Spring-Air Technology&#x2122; CPAP Cushion supplies the perfect fit contouring to the face for a comfortable and effective seal.
<br><br>
The ResMed Swift&#x2122; FX Nano Nasal CPAP Mask Headgear is composed of 2 materials for optimal comfort and therapy compliance.
The silicone front portion of headgear takes the comfort up a notch with it&#x2019;s barely there feel and feather weight design. The quick and easy adjusting feature on the top of the CPAP headgear strap allows the users to loosen or tighten the headgear without much effort. The back portion of the headgear delivers soft to the touch breathable fabric for the best support and comfort. The SoftEdge&#x2122; fabric CPAP headgear provides a comfortable fit alone but the user may opt to add the soft wraps for even more comfort. The ResMed Swift&#x2122; FX Nano Nasal CPAP Mask and Headgear has the comfort, compliance, and non-invasive features all PAP users can appreciate!


<br><br>

<b>Sizes available :</b> <br><br>
62200 &#x2013; Standard<br>
62251 &#x2013; Wide<br><br>
<b>No prescription? Buy the <a href=""/resmed-swift-fx-nano-mask-assembly-kit.aspx"" target=""_blank"">ResMed Swift&#x2122;FX Nano Kit!</a></b><br><br>
<script type=""text/javascript"">rmad_unit=""h1"";</script>
<center><script type=""text/javascript"" src=""//rmdassets.com/sop/dealer_comm/2013_4/ad.js""></script></center>
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035, A7037</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Standard or Wide cushion, headgear assembly, grey back strap, soft wraps, and frame assembly</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">Yes</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/PDFs/Nano%20fitting%20guide%20-%20CPAP%20Supply%20USA.pdf"" target=""_blank"">Fitting Guide</a></li>
<br>
<li><a href=""/PDFs/Nano%20fitting%20template-CPAP%20Supply%20USA.pdf"" target=""_blank"">Sizing Guide</a></li>
</ul>
<br><br>",B8E3481FFBA07B3E702FCCF98C034242EF53616F.jpg,A9C1966162DC23AAB8BD04199B33CA6BE522878D.jpg,5BDCE329F23E0C2F4EA327AB79D0256977B71375.jpg,0238AACA75C733F0FA73870AFE90EC8BA1C0D048.jpg,62B9DD56CC7C7A011A9B55DF8CF800E357EF74D0.jpg,,,,$139.00,,,999
ResMed Swift™ FX Nano CPAP Nasal Mask & Headgear,62200,simple,0,,,,,,,,,,,62200 - Standard,,,,,,999
ResMed Swift™ FX Nano CPAP Nasal Mask & Headgear,62251,simple,0,,,,,,,,,,,62251 - Wide,,,,,,999
ResMed Swift™  FX Bella Gray Nasal CPAP Pillow System and Headgeardfkgolf@insightbb.com,61568,simple,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>ResMed Swift FX&#x2122; Bella is now available in gray!</li>	
<li>Easy transitioning  from one position to another with &#x201C;slinky&#x201D; like tube</li>
<li>Package contains 3 sized pillow cushions for best possible fitting </li>
<li>Uses the lightweight, popular, and  Swift&#x2122; FX  headgear</li>
<li>Great for claustrophobic CPAP wearers</li>
<li>Managing hair style to get a good night&apos;s rest is no longer a chore</li>
</ul>
</div>
If you are looking for a comfortable, less invasive alternative to a bulky mask, the ResMed&#x2122; Swift FX Bella Gray may be the answer for you. Make hassling with headgear while trying to maintain your hair a problem of the past with this mask. The Swift FX&#x2122; Bella Gray eliminates the need for the bothersome headgear you&#x2019;ll find with most popular masks on the market today. <br><br>
When you receive the ResMed Swift FX&#x2122; Bella Gray you will first notice the top quality materials. But after trying the Bella Gray and experiencing a hassle-free night of sleep it will quickly become a favorite and perhaps your top choice.  The soft pillow cushions will deliver the comfort and seal most CPAP users are looking for in a CPAP mask. The accordion style tubing will allow you to move freely and unrestrained as you sleep. Start sleeping with the freedom you deserve and get your Bella Gray today.
<br><br>
<b>Sizes included:</b> Small, Medium, Large
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7032, A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Headgear, 3 Pillows (Small, Medium, and Large), Bella Loops accessory, and gray soft wraps</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">Yes</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<a href=""/PDFs/1016852_pressure-vs-flow_amer_eng.pdf"" target=""_blank"">Pressure vs Flow Rates for ResMed Masks </a>",F4C838E48A20FD456C27571DCB2CBAB5449324D2.jpg,65F84BBEBCB9D3BAF5D22CB231577974C89DDB10.jpg,0B974DC24FAB3C8F856F1E43174BFD926AC1B5F9.jpg,E6FF4DEA61E5F2F3F24B1A98BD6C02B4A6771B84.jpg,F03F14ACE363EE33D5EA76C8226756279E8AAF86.jpg,,,,,,,999
ResMed Swift™ LT For Her Nasal Pillows CPAP Mask & Headgear,60588,simple,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>With no forehead support and weighing only 2.3 oz (67 g), the Swift LT for Her seals softly and securely to ensure a comfortable night&#x2019;s sleep.</li>
<li>Rotating nasal pillow support allows the user to customize seal, and the simple design makes it easy to fit and clean.</li>
<li>The ResMed Swift LT for Her is 71% quieter than the Mirage Swift II.</li>
<li>The ResMed Swift LT for Her is ideal for side sleeping, with maximum comfort and minimal leakage. The Swift LT for Her mask frame width is 50% of the size of the Mirage Swift II.</li>
<li>New pillow sizes for her include Extra Small, Small and Medium which is ideal for female and petite nasal CPAP users.</li>
<li>Flexible pillows base enables the nasal pillows to move in multiple directions without compromising the seal.</li>
<li>Flexible lightweight tubing minimizes pull on the CPAP nasal interface, allowing for more movement while keeping the pillows in place and maintaining a maximum seal.</li>
<li>Optional tube retainer allows tube to be worn over the head or either side of the face without interfering with side sleeping.</li>
<li>Headgear stability arms are expandable to accommodate various facial widths, including narrow, petite or wider faces.</li><li>Includes all three cushion sizes in one package to ensure you receive the proper size every time you order.</li></ul>
</div>
Light touch, Easy fit - From ResMed, the market leader in nasal CPAP pillows and the maker of the Mirage Swift II, the Mirage Swift LT For Her is a revolution in CPAP Nasal Interfaces. The Swift LT for Her is the first nasal pillows system designed specially for women, combining the revolutionary design of the Swift LT with personalized features for a woman&apos;s unique preferences.
<br><br>
At the time of its release, the Swift LT For Her is the only CPAP nasal pillows product on the market that features both a patented rotating nasal pillow support and dual-wall pillows that can be adjusted to accommodate various nasal angles.
<br><br>
The ResMed Swift LT for Her has proven to be an excellent choice for female and petite CPAP users who want maximum comfort and minimum leakage.  ResMed has packaged the Swift LT for Her with Extra Small, Small, and Medium nasal pillows to support the smallest of nasal features.  Specially designed headgear can be adjusted to fit smaller facial features often found with female patients.  The ResMed Swift LT for Her can be used with any pressure setting, but is recommended for pressures of 4 to 12 cmH2O.  This nasal interface system can be used with both CPAP and BiPAP therapy.  Replacement parts are readily available for extended life of the ResMed Swift LT for Her CPAP nasal interface. Patient reviews of this product can be found in the reviews tab on this product page.
<br><br>
<b>Sizes included:</b> Extra Small, Small, Medium
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">CPAP Nasal Pillows System, 3 Nasal Pillows (XS, S, M), Patient Manual</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">Yes</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/pdfs/608254_swift-lt-for-her_patient-brochure.pdf"" target=""_blank"">Product Brochure</a></li><br>
<li><a href=""/pdfs/1013156r1-swift-lt-for-her-fact-sheet.pdf"" target=""_blank"">Fact Sheet</a></li>
<br>
<li><a href=""/pdfs/1012455-swift-lt-quick-fitting-guide.pdf"" target=""_blank"">Fitting Guide</a></li>
</ul>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/B26xHovHnuY"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/PgbbSQ3vVyc"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/GjXGgC0SBV0"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/niChpHIJ4k0"" frameborder=""0"" allowfullscreen></iframe>",91713ECD3C462419E25F2D2A5B2774400EFA6E02.jpg,39E6137FB5A10DECB21E854197702AF45A475B85.jpg,DD3ACD75DB4310BBB4DF551573955BE10BEC788E.jpg,,,,,,$149.99,,,999
ResMed Ultra Mirage™ Full Face CPAP Mask & Headgear,6060X,configurable,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul><li>Forehead support has four adjustment positions to optimize seal, relieve pressure on the bridge of the nose and provide patient comfort.</li> <li>New flexible forehead pads conform to the contour of the patient&apos;s forehead to enhance stability and comfort.</li> <li>Proven Mirage cushion technology provides an excellent seal without tight headgear so patients don&apos;t have to face pressure sores and discomfort.</li> <li>New Set &amp; Forget headgear needs fitting only once so patients don&apos;t need to adjust headgear every time they put their mask on.</li> <li>New top and bottom headgear clips make putting the mask on and taking it off fast and easy so patients are more compliant.</li> <li>Superior airflow and built-in air vents provide excellent carbon dioxide release to ensure effective therapy, even at low pressures.</li></ul>
</div>
Around 40% of CPAP users and almost all BiPAP users lose treatment pressure through their mouths, either by mouth breathing or mouth leakage. This pressure loss can result in excessive tiredness, less effective therapy, and disrupted sleep. The Ultra Mirage full face CPAP mask stops this loss thereby improving comfort and therapy. <br><br>If you have frequent nasal congestion or just want a mask that you can wear when you have allergies or a cold, the Ultra Mirage full face CPAP mask is the answer.<br><br>
ResMed&apos;s Ultra Mirage full face CPAP masks is one of the original full face masks developed for patient who have a tendency to be mouth breathers.  This uniquely designed CPAP full face mask ensure comfort and stability while maintaining a proper seal.  The ResMed Ultra Mirage Full Face CPAP mask remains one of the most popular full faced masks on the market today. This CPAP full face mask is easy to maintain with replacement parts readily available.  Use this mask for both CPAP and BiPAP therapy and with pressures up to 30 cmH2O.<br><br>
<b>Please choose a size option when ordering.  Sizes available are:</b><br>
60600 - Small Standard<br>
60602 - Medium Standard<br>
60604 - Large Standard<br>

<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7030, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">CPAP Mask, Headgear, 1 Cushion</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<a href=""/pdfs/ultra-mirage-ffm-brochure.pdf"" target=""_blank"">Product Brochure</a>
<br><br>
<a href=""/pdfs/resmed-ultra-mirage-full-face-sizing-guide.pdf"" target=""_blank"">Sizing Guide</a>
<br><br>
<a href=""/pdfs/cleaningmiragemasks-usa.pdf"" target=""_blank"">Cleaning Guide</a>",3EA601F0D40E4C73FDEA53BC3178FD2294D5C8C8.jpg,1E93CAB2F69FDE53D9FC595847E5EB17EDD0E37A.jpg,ACE2EAA16846B451A99FD4FD2331E528A8A25B8A.jpg,,,,,,,,,999
ResMed Ultra Mirage™ Full Face CPAP Mask & Headgear,60600,simple,0,,,,,,,,,,,60600 - Small Standard,,,,,,999
ResMed Ultra Mirage™ Full Face CPAP Mask & Headgear,60602,simple,0,,,,,,,,,,,60602 - Medium Standard,,,,,,999
ResMed Ultra Mirage™ Full Face CPAP Mask & Headgear,60604,simple,0,,,,,,,,,,,60604 - Large Standard,,,,,,999
ResMed Mirage Kidsta™ Pediatric Nasal CPAP Mask & Headgear,61010,simple,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul><li>Open design offers a clear field of vision to help children adjust to their CPAP therapy.</li><li>Dual-wall cushion reduces pressure on small noses.</li><li>Convenient set &amp; forget headgear minimizes the need for continuous adjustment.</li>
<li>Unique instruction booklet featuring ResMed&apos;s mask mascot, 
Oko, to support the parent and child during CPAP therapy.</li><li>Replacement cushions available for extended life.</li><li>Recommended for children and adolescents.</li><li>Easy to clean and maintain.</li> </ul>
</div>
The ReMed Mirage Kidsta Pediatric CPAP Mask and Headgear is the reassuring mask of choice for sleep-disordered breathing (SDB) in children, including forms of sleep apnea. The ResMed Mirage Kidsta is designed specifically for children age seven years and older, providing the comfort and reliability known to ResMed masks in pediatric mask form.<br><br> 
The first FDA cleared system in the United States for treating pediatric patients with obstructive sleep apnea (OSA) or respiratory insufficiency. Combines the comfort and performance of Mirage cushion technology with child-friendly features.<br><br>
ResMed provides a child friendly mascot, Oko to assist parents with any issues a child may have with using their CPAP therapy devices.  ResMed continues to be a leader in the CPAP industry and now is a leader in the adolescent CPAP arena. ResMed also designed the Kidsta Mask to include easy cleaning and maintenance for children and adolescents.   
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">Pediatric nasal CPAP mask, headgear, and user instructions</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">No</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<a href=""/pdfs/mirage-kidsta-brochure.pdf"" target=""_blank"">Product Brochure</a>
<br><br>
<a href=""/pdfs/61802_mirage_kidsta_nasal_userguide.pdf"" target=""_blank"">User Instructions</a>",45923EA4C3177EBE2AA3D04E08355DE489B481C4.jpg,1E4F3BDC96ADE4DF80EB407881E0F3AA3562F747.jpg,7831E30E23555595356617FC2FCBEE0B50E2B4F7.jpg,,,,,,,,,999
ResMed Swift™ LT Nasal Pillows System & Headgear,60560,simple,1,Mask & Headgear,ResMed,"<div id=""Overview"">
<div id=""quickfacts"">
<h2>Features</h2>
<ul>
<li>Light touch with no forehead support and weighing only 2.3 oz (67 g), the Swift LT seals softly and securely to ensure a comfortable night&#x2019;s sleep with minimal leakage.</li>
<li>The easy fit rotating pillow support allows the user to customize seal, and the simple design makes it easy to fit and clean.</li>
<li>The ResMed Swift LT is 71% quieter than the Mirage Swift II.</li>
<li>Compact and stable for side sleeping, the Swift LT&#x2019;s mask frame width is 50% of the size of the Mirage Swift II.</li>
<li>Flexible pillows base enables the nasal pillows to move in multiple directions without compromising the seal.</li>
<li>The flexible lightweight tubing minimizes directional pull on the mask, allowing for more movement while keeping pillows in place and maintaining an excellent seal.</li>
<li>The optional tube retainer allows the tube to be worn over the head or either side of the face without interfering with side sleeping.</li>
<li>The headgear stability arms are expandable to accommodate various facial widths, including narrow and wider faces.</li><li>The Swift LT includes all three cushion sizes in one package to ensure you receive the proper size every time you order.</li></ul>
</div>
From the maker of the popular Mirage Swift II CPAP nasal interface, ResMed has designed the ResMed Swift LT CPAP nasal interface to be lighter, quieter, more adjustable, and more comfortable than the Mirage Swift II. 
At the time of its release, the Swift LT is the only CPAP nasal pillows product on the market that features both a patented rotating pillows support and dual-wall pillows that can be adjusted to accommodate various nasal angles.<br><br>
The dual-wall pillows sit on a flexible base, allowing vertical and lateral movement without compromising seal, and are designed to reduce symptoms of dryness by limiting the volume of air entering the nostrils. In addition, the outer pillow inflates with air while the inner pillow offers a soft, stable support.
<br><br>
With the ResMed Swift LT being 71% quieter than the ResMed Swift II this CPAP nasal interface has proven to be ResMed&apos;s most popular nasal pillows CPAP mask. ResMed has included Small, Medium, and Large nasal pillows to support most CPAP users.  The soft silicone pillows reduces nasal irritation and dryness resulting in a more comfortable and better nights sleep.  The ResMed Swift LT CPAP nasal interface can be used with both BiPAP and CPAP therapy and can be used with any CPAP therapy pressure, however it is recommended for pressures of 4 to 20 cmH2O.  For longevity of the ResMed Swift LT, proper cleaning is recommended.  Replacement parts are available and can be found by clicking on the parts tab. 
<br><br>
<b>Sizes include:</b> Small, Medium, Large 
<p class=""clear"">
</p></div>","<div>
	
    <ul class=""typedisplay""><li class=""alt""><span class=""productpropertylabel"">HCPCS Reimbursement Code:</span><span class=""productpropertyvalue"">A7034, A7035</span></li><li class=""alt""><span class=""productpropertylabel"">Included In Box:</span><span class=""productpropertyvalue"">CPAP Nasal Pillows System, 3 Nasal Pillows (S, M, L), Patient Manual, and Carrying Case</span></li><li><span class=""productpropertylabel"">Brand/Manufacturer:</span><span class=""productpropertyvalue"">ResMed</span></li><li class=""alt""><span class=""productpropertylabel"">Prescription Required:</span><span class=""productpropertyvalue"">Yes</span></li><li class=""alt""><span class=""productpropertylabel"">Cushion Type:</span><span class=""productpropertyvalue"">Silicone</span></li><li class=""alt""><span class=""productpropertylabel"">Multiple Sizes Included:</span><span class=""productpropertyvalue"">Yes</span></li></ul>

</div> <br/> <div>
                                    <p>CPAP Supply USA is authorized to sell and ship ResMed products to end-users residing in the United States and having a valid US physician&apos;s order/prescription.  No 3<sup>rd</sup> party or B2B transactions permitted.</p>
                
                                    <p>Some images supplied by ResMed and used with permision. &#xA9;2010 ResMed</p>
    
                                    <p>All services provided by CPAP Supply USA, including advertisement, ordering, sale, delivery, instruction, and setup of the products, are performed solely by CPAP Supply USA and independently of the manufacturer.</p>
                                </div>","<ul>
<li><a href=""/pdfs/1012407-swift-lt-brochure.pdf"" target=""_blank"">Product Brochure</a></li>
<br>
<li><a href=""/pdfs/1012455-swift-lt-quick-fitting-guide.pdf"" target=""_blank"">Fitting Guide</a></li>
<br>
<li><a href=""/pdfs/1012406-swift-lt-fact-sheet.pdf"" target=""_blank"">Fact Sheet</a></li>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/B26xHovHnuY"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/PgbbSQ3vVyc"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/GjXGgC0SBV0"" frameborder=""0"" allowfullscreen></iframe>
<br><br>
<iframe title=""YouTube video player"" class=""youtube-player"" type=""text/html"" width=""640"" height=""390"" src=""http://www.youtube.com/embed/niChpHIJ4k0"" frameborder=""0"" allowfullscreen></iframe>
</ul>",A5FB775469B7BB590CCD316011F8680014AF7032.jpg,5D5A83167510DD8FEB43299D7346C548429BC667.jpg,5B06A57ED20903158EE867B4B3CA9534C65320AE.jpg,,,,,,$149.99,,,999
